State,CensusTract,Prog1,Prog2,Prog3,Prog4,FundingTotal,Projects,CEJST_Indicators,CoveredPrograms,Monitor
MI,26087330500,Clean School Bus Program,,,,197500,Mayville Community School District,DS_ET,Clean Transportation,
MI,26091060100,Clean School Bus Program,,,,395000,Britton Deerfield Schools,DS_ET,Clean Transportation,
MI,26091060301,Clean School Bus Program,,,,197500,Onsted Community Schools,DS_ET,Clean Transportation,
MI,26091060302,Clean School Bus Program,,,,197500,Onsted Community Schools,DS_ET,Clean Transportation,
MI,26091060401,Clean School Bus Program,,,,197500,Onsted Community Schools,DS_ET,Clean Transportation,
MI,26091060402,Clean School Bus Program,,,,197500,Onsted Community Schools,DS_ET,Clean Transportation,
MI,26091060500,Clean School Bus Program,,,,355500,"Sand Creek Community Schools, Onstead Community Schools",DS_ET,Clean Transportation,
MI,26091060600,Clean School Bus Program,,,,197500,Onsted Community Schools,DS_ET,Clean Transportation,
MI,26091061701,Clean School Bus Program,,,,158000,Sand Creek Community Schools ,DS_ET,Clean Transportation,
MI,26091061702,Clean School Bus Program,,,,158000,Sand Creek Community Schools ,DS_ET,Clean Transportation,
MI,26091061900,Clean School Bus Program,,,,158000,Sand Creek Community Schools ,DS_ET,Clean Transportation,
MI,26091062000,Clean School Bus Program,,,,158000,Sand Creek Community Schools ,DS_ET,Clean Transportation,
MI,26091062100,Clean School Bus Program,,,,395000,Britton Deerfield Schools,DS_ET,Clean Transportation,
MI,26099210000,Clean School Bus Program,,,,65833.33,Armada Area Schools,DS_ET,Clean Transportation,
MI,26099212000,Clean School Bus Program,,,,65833.33,Armada Area Schools,DS_ET,Clean Transportation,
MI,26099216000,Clean School Bus Program,,,,65833.33,Armada Area Schools,DS_ET,Clean Transportation,
MI,26099217000,Clean School Bus Program,,,,65833.33,Armada Area Schools,DS_ET,Clean Transportation,
MI,26099251100,Superfund,,,,339833.33,Ten-Mile Drain,NPL_ET,Remediation & Reduction of Legacy Pollution,
MI,26099251200,Superfund,,,,339833.33,Ten-Mile Drain,NPL_ET,Remediation & Reduction of Legacy Pollution,
MI,26099251300,Superfund,,,,339833.33,Ten-Mile Drain,NPL_ET,Remediation & Reduction of Legacy Pollution,
MI,26099251400,Superfund,,,,339833.33,Ten-Mile Drain,NPL_ET,Remediation & Reduction of Legacy Pollution,
MI,26099251500,Superfund,,,,339833.33,Ten-Mile Drain,NPL_ET,Remediation & Reduction of Legacy Pollution,
MI,26099251600,Superfund,,,,339833.33,Ten-Mile Drain,NPL_ET,Remediation & Reduction of Legacy Pollution,
MI,26103001500,Water-Related Environmental Infrastructure Assistance,,,,180000,Maas Street Storm Sewer Repair,WD_ET,Clean Water & Waste Infrastructure,
MI,26103001600,Water-Related Environmental Infrastructure Assistance,,,,180000,Maas Street Storm Sewer Repair,WD_ET,Clean Water & Waste Infrastructure,
MI,26111290100,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26111290200,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26111290300,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26111290400,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26111290500,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26111290600,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26111290700,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26111290800,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26111290901,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26111290902,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26111291000,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26111291200,Low or No Emission (Bus) Grants,,,,13938.08333,Low or No Emission - City of Midland Dial-A-Ride,N_TRN  ,Clean Transportation,
MI,26115830100,Corps of Engineers Operation and Maintenance,,,,3500000,"Detroit River, MI",TSDF_ET,"Clean Water & Waste Infrastructure, Remediation & Reduction of Legacy Pollution",
MI,26115830700,Clean School Bus Program,,,,395000,Britton Deerfield Schools,DS_ET,Clean Transportation,
MI,26115830802,Clean School Bus Program,,,,395000,Britton Deerfield Schools,DS_ET,Clean Transportation,
MI,26115831800,Port Infrastructure Development Program Grants,,,,11051586,Lake Erie Renewable Energy Resilience Project,N_ENY,Clean Transportation,
MI,26115832900,Clean School Bus Program,,,,395000,Britton Deerfield Schools,DS_ET,Clean Transportation,
MI,26123970100,Capital Improvement And Maintenance - Legacy Road And Trail Remediation Program,,,,30000,LRT - Woody Creek AOP,N_CLT,"Climate Change, Clean Water & Waste Infrastructure",
MI,26127010800,Clean School Bus Program,,,,790000,Pentwater Public School District,DS_ET,Clean Transportation,
MI,26131970100,Collaborative Forest Landscape Restoration Program,,,,300000,Upper East Branch Ontonagon Priority Watershed Restoration,"N_CLT, N_WTR","Climate Change, Clean Water & Waste Infrastructure",
MI,26139020600,Corps of Engineers Operation and Maintenance,"Coastal Storm Risk Management, Hurricane, And Storm Damage Reduction Projects",,,3850000,"Grand Haven Harbor, MI",FLD_ET,Climate Change  ,
MI,26139021000,Corps of Engineers Operation and Maintenance,"Coastal Storm Risk Management, Hurricane, And Storm Damage Reduction Projects",,,3850000,"Grand Haven Harbor, MI",FLD_ET,Climate Change  ,
MI,26139022107,Corps of Engineers Operation and Maintenance,,,,425000,"Holland Harbor, MI",FLD_ET,Climate Change  ,
MI,26139022108,Corps of Engineers Operation and Maintenance,,,,425000,"Holland Harbor, MI",FLD_ET,Climate Change  ,
MI,26145012400,Clean School Bus Program,,,,246875,Chesaning Union Schools,DS_ET,Clean Transportation,
MI,26145012500,Clean School Bus Program,,,,246875,Chesaning Union Schools,DS_ET,Clean Transportation,
MI,26145012600,Clean School Bus Program,,,,246875,Chesaning Union Schools,DS_ET,Clean Transportation,
MI,26145012700,Clean School Bus Program,,,,246875,Chesaning Union Schools,DS_ET,Clean Transportation,
MI,26145012900,Clean School Bus Program,,,,246875,Chesaning Union Schools,DS_ET,Clean Transportation,
MI,26145013000,Clean School Bus Program,,,,246875,Chesaning Union Schools,DS_ET,Clean Transportation,
MI,26145013100,Clean School Bus Program,,,,246875,Chesaning Union Schools,DS_ET,Clean Transportation,
MI,26147657200,Clean School Bus Program,,,,65833.33,Armada Area Schools,DS_ET,Clean Transportation,
MI,26147658500,Clean School Bus Program,,,,65833.33,Armada Area Schools,DS_ET,Clean Transportation,
MI,26151970100,Clean School Bus Program,,,,592500,Ubly Community Schools,DS_ET,Clean Transportation,
MI,26151970200,Clean School Bus Program,,,,592500,Ubly Community Schools,DS_ET,Clean Transportation,
MI,26153000300,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),,,,175000,"Sea Lamprey Barrier, Manistique, MI",EAL_ET,Climate Change,
MI,26155030100,Clean School Bus Program,,,,246875,Chesaning Union Schools,DS_ET,Clean Transportation,
MI,26157000200,Clean School Bus Program,,,,98750,Unionville-Sebewaing Area S.D.,DS_ET,Clean Transportation,
MI,26157000300,Clean School Bus Program,,,,98750,Unionville-Sebewaing Area S.D.,DS_ET,Clean Transportation,
MI,26157001000,Clean School Bus Program,,,,197500,Mayville Community School District,DS_ET,Clean Transportation,
MI,26157001100,Clean School Bus Program,,,,197500,Mayville Community School District,DS_ET,Clean Transportation,
MI,26157001200,Clean School Bus Program,,,,197500,Mayville Community School District,DS_ET,Clean Transportation,
MI,26159011300,Clean School Bus Program,,,,395000,Hartford Public Schools,DS_ET,Clean Transportation,
MI,26159011400,Clean School Bus Program,,,,395000,Hartford Public Schools,DS_ET,Clean Transportation,
MI,26159011500,Clean School Bus Program,,,,395000,Hartford Public Schools,DS_ET,Clean Transportation,
MI,26159012001,Clean School Bus Program,,,,395000,Hartford Public Schools,DS_ET,Clean Transportation,
MI,26163517200,Local and Regional Project Assistance Grants (RAISE),Port Infrastructure Development Program Grants,,,21030000,"Detroit Mobility and Innovation Corridor, Access and Infrastructural Resiliency Project","N_TRN, N_WKFC, N_ENY",Clean Transportation,
MI,26163520700,Local and Regional Project Assistance Grants (RAISE),,,,5000000,Detroit Mobility and Innovation Corridor,"N_TRN, N_WKFC",Clean Transportation,
MI,26163520800,Local and Regional Project Assistance Grants (RAISE),,,,5000000,Detroit Mobility and Innovation Corridor,"N_TRN, N_WKFC",Clean Transportation,
MI,26163521400,Local and Regional Project Assistance Grants (RAISE),,,,5000000,Detroit Mobility and Innovation Corridor,"N_TRN, N_WKFC",Clean Transportation,
MI,26163521500,Local and Regional Project Assistance Grants (RAISE),,,,5000000,Detroit Mobility and Innovation Corridor,"N_TRN, N_WKFC",Clean Transportation,
MI,"
26049002800",Ecosystem - Fish Passage,,,,855650,Hamilton Dam Removal,EAL_ET,Remediation & Reduction of Legacy Pollution,
MI,"
26063950100",Corps of Engineers Operation and Maintenance,,,,50000,"Port Austin Harbor, MI",FLD_ET,Climate Change,
MI,"
26063950800",Inland Flood Risk Management Projects,,,,1000000,"Sebewaing River, MI",FLD_ET,Climate Change,
WA,53033009701,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),,,,434000,"Alki Seawall Erosion Control Project, WA (Cap Section 103)","FLD_ET, N_CLT",Clean Water & Waste Infrastructure,
WA,53049950301,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),,,,25000,"Sec 103 North Cove Shoreline Protection Proj, Pacific Co, WA",FLD_ET,Climate Change,
WA,53061051000,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),,,,3250000,Mountlake Terrace - Lake Ballinger Ecosys Restor Project (Cap,"N_CLT, N_HLTH",Climate Change,
WA,53077940003,Tribal Irrigation and Power Systems,Clean School Bus Program,Community Wildfire Defense Grant Program For At-Risk Communities,"Grants For States And Tribes For Voluntary Restoration, Ecosystem - Fish Passage, Brownfields State & Tribal Response Programs",14530176,"Wapato Irrigation Project, Toppenish School District, Yakama Nation Hazardous Fuels Reduction, Healing Land: Climate Resilience in Yakama Nation Lands, Yakama Nation Reservation, Lower Toppenish Creek Fish Passage Restoration, Wapato Irrigation Project","N_WTR, DS_ET, N_CLT, N_HLTH","Clean Water & Waste Infrastructure, Clean Transportation, Climate Change, Remediation & Reduction of Legacy Pollution",
WA,53005010811,Ecosystem - Sagebrush-Steppe,,,,186000,Easement Support for Sage Grouse Habitat Protection,N_CLT,Climate Change,
WA,53063011702,Local and Regional Project Assistance Grants (RAISE),,,,21689221,Pines Road/BNSF Grade Separation Project,"TP_ET, N_WKFC",Clean Transportation ,
WA,53011040301,Bus and Bus Facilities Competitive Grants,,,,185368,Buses and Bus Facilities - Cowlitz Indian Tribe,N_TRN  ,Clean Transportation ,
WA,53061053606,Capital Improvement And Maintenance - Legacy Road And Trail Remediation Program,Fish Passage ,,,6602017,"Snoquera Landscape Restoration and Recreation Enhancement, Fish Passage: Skagit River System Cooperative","N_CLT, N_HLTH",Climate Change,
WA,53033031502,Aquatic Ecosystem Restoration Projects,,,,11000000,"Mud Mountain Dam, WA",N_CLT,Climate Change,
WA,"
53041972000",Pacific Coastal Salmon Recovery Fund,,,,697000,Cowlitz Indian Tribe,N_CLT,Climate Change,
WA,53075000602,Local and Regional Project Assistance Grants (RAISE),,,,525000,Airport Road Multimodal & Regional Access Improvements,"N_TRN, N_WKFC",Clean Transportation ,
WA,53075000500,Local and Regional Project Assistance Grants (RAISE),,,,525000,Airport Road Multimodal & Regional Access Improvements,"N_TRN, N_WKFC",Clean Transportation ,
WA,53061051802,Local and Regional Project Assistance Grants (RAISE),,,,12500000,Connecting Lynnwood: Poplar Way Bridge,TP_ET,Clean Transportation ,
WA,53061051930,Local and Regional Project Assistance Grants (RAISE),,,,12500000,Connecting Lynnwood: Poplar Way Bridge,TP_ET,Clean Transportation ,
WA,53005011100,WaterSMART Grants,,,,1000000,2022 Canal Lining and Water Conservation Project,"N_WTR, N_ENY",Clean Energy & Energy Efficiency,
WA,53005011505,WaterSMART Grants,,,,1000000,2022 Canal Lining and Water Conservation Project,"N_WTR, N_ENY",Clean Energy & Energy Efficiency,
WA,53017950101,Ecosystem - Sagebrush-Steppe,,,,38490,"Process-Based Stream Restoration in Smith Draw, Moses Coulee Post-Fire Sage-Steppe Restoration: Phase II",N_CLT,Climate Change,
WA,53017950102,Ecosystem - Sagebrush-Steppe,,,,138490,"Process-Based Stream Restoration in Smith Draw, Moses Coulee Post-Fire Sage-Steppe Restoration: Phase II, Post-Fire Restoration of Stream and Riparian Habitat Condition on East Foster Creek Douglas County, Washington",N_CLT,Climate Change,
WA,53009002301,Tribal Climate Resilience - Adaptation Planning,,,,1109796,Jamestown S'Klallam Tribe,N_CLT,Clean Water & Waste Infrastructure,
WA,53067010802,Brownfields Projects,,,,250000,"Brownfields Project - Olympia, City of","TSDF_ET, N_WKFC",Remediation & Reduction of Legacy Pollution,
WA,53067010801,Brownfields Projects,,,,250000,"Brownfields Project - Olympia, City of","TSDF_ET, N_WKFC",Remediation & Reduction of Legacy Pollution,
WA,53033021803,Local and Regional Project Assistance Grants (RAISE),,,,9500000,Bothell Way NE Multimodal Improvements,N_TRN  ,Clean Transportation ,
WA,53061051918,Local and Regional Project Assistance Grants (RAISE),,,,9500000,Bothell Way NE Multimodal Improvements,N_TRN  ,Clean Transportation ,
WA,53057940600,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),,,,150000,"Fidalgo Bay, Anacortes, WA Ecosystem Restoration",N_CLT,Climate Change,
WA,53057950100,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),,,,150000,"Fidalgo Bay, Anacortes, WA Ecosystem Restoration",N_CLT,Climate Change,
WA,53063014001,Water Recycling,,,,2722875,Cheney Purple Pipe Project,N_WTR,Clean Water & Waste Infrastructure,
WA,53063014002,Water Recycling,,,,2722875,Cheney Purple Pipe Project,N_WTR,Clean Water & Waste Infrastructure,
WA,53033009300,Bridge Investment Program,,,,1200000,Seattle,"TP_ET, N_WKFC",Clean Transportation ,
WA,53033010900,Bridge Investment Program,,,,1200000,Seattle,"TP_ET, N_WKFC",Clean Transportation ,
WA,53073010900,Local and Regional Project Assistance Grants (RAISE),,,,12500000,Lummi Island Ferry Replacement and System Modernization Project,DS_ET,Clean Transportation ,
WA,53073940002,Local and Regional Project Assistance Grants (RAISE),Bus and Bus Facilities Competitive Grants,,,12812711,"Lummi Island Ferry Replacement and System Modernization Project, Buses and Bus Facilities - Lummi Indian Business Council","DS_ET, N_TRN, N_WKFC",Clean Transportation ,
WA,53017950200,Ecosystem - Sagebrush-Steppe,,,,22915,Moses Coulee Post-Fire Sage-Steppe Restoration: Phase II,N_CLT,Climate Change,
WA,53025010100,Ecosystem - Sagebrush-Steppe,,,,22915,Moses Coulee Post-Fire Sage-Steppe Restoration: Phase II,N_CLT,Climate Change,
WA,53025010500,Ecosystem - Sagebrush-Steppe,,,,22915,Moses Coulee Post-Fire Sage-Steppe Restoration: Phase II,N_CLT,Climate Change,
WA,53025011200,Ecosystem - Sagebrush-Steppe,,,,22915,Moses Coulee Post-Fire Sage-Steppe Restoration: Phase II,N_CLT,Climate Change,
WA,53025010300,Ecosystem - Sagebrush-Steppe,,,,22915,Moses Coulee Post-Fire Sage-Steppe Restoration: Phase II,N_CLT,Climate Change,
WA,53025010401,Ecosystem - Sagebrush-Steppe,,,,22915,Moses Coulee Post-Fire Sage-Steppe Restoration: Phase II,N_CLT,Climate Change,
WA,53047940200,Pacific Coastal Salmon Recovery Fund,,,,131229,Confederated Tribes of the Colville Reservation,N_CLT,Climate Change,
WA,53047940100,Pacific Coastal Salmon Recovery Fund,Geographic Programs - Columbia River Basin Restoration Program,Indian Health Service Sanitation Facilities Construction Program,Brownfields Projects,883124,"Confederated Tribes of the Colville Reservation, Upper Columbia River Toxics Monitoring, CCT - SDS Scattered Sites, CCT - Twin Lakes Pumphouse Standby Generator, CCT - Disautel CWS Standby Generator, CWAGST Brownfield Assessment Grant","N_CLT, N_PLN, N_WTR, NPL_ET","Climate Change, Remediation & Reduction of Legacy Pollution, Clean Water & Waste Infrastructure",
WA,53019940000,Pacific Coastal Salmon Recovery Fund,Geographic Programs - Columbia River Basin Restoration Program,Indian Health Service Sanitation Facilities Construction Program,Brownfields Projects,883124,"Confederated Tribes of the Colville Reservation, Upper Columbia River Toxics Monitoring, CCT - SDS Scattered Sites, CCT - Twin Lakes Pumphouse Standby Generator, CCT - Disautel CWS Standby Generator, CWAGST Brownfield Assessment Grant","N_CLT, N_PLN, N_WTR, NPL_ET","Climate Change, Remediation & Reduction of Legacy Pollution, Clean Water & Waste Infrastructure",
WA,53063000201,Brownfields Projects,,,,125000,"Brownfields Project - Spokane, City of","TSDF_ET, N_WKFC",Remediation & Reduction of Legacy Pollution,
WA,53063000202,Brownfields Projects,,,,125000,"Brownfields Project - Spokane, City of","TSDF_ET, N_WKFC",Remediation & Reduction of Legacy Pollution,
WA,53063001600,Brownfields Projects,,,,125000,"Brownfields Project - Spokane, City of","TSDF_ET, N_WKFC",Remediation & Reduction of Legacy Pollution,
WA,53063014400,Brownfields Projects,,,,125000,"Brownfields Project - Spokane, City of","TSDF_ET, N_WKFC",Remediation & Reduction of Legacy Pollution,
WA,53077940002,Local and Regional Project Assistance Grants (RAISE),Clean School Bus Program,Fish Passage,,1515026,"Heritage Connectivity Trails - Phase 1, Toppenish School District, Fish Passage: Yakima Nation","N_TRN, N_WKFC, DS_ET, N_CTL, N_HLTH","Clean Transportation, Climate Change",
WA,53077940001,Local and Regional Project Assistance Grants (RAISE),,,,166667,Heritage Connectivity Trails - Phase 1,"N_TRN, N_WKFC",Clean Transportation ,
WA,53077940007,Local and Regional Project Assistance Grants (RAISE),,,,166667,Heritage Connectivity Trails - Phase 1,"N_TRN, N_WKFC",Clean Transportation ,
WA,53077940008,Local and Regional Project Assistance Grants (RAISE),,,,166667,Heritage Connectivity Trails - Phase 1,"N_TRN, N_WKFC",Clean Transportation ,
WA,53077940006,Local and Regional Project Assistance Grants (RAISE),Clean School Bus Program,,,335953,"Heritage Connectivity Trails - Phase 1, Toppenish School District","N_TRN, N_WKFC, DS_ET",Clean Transportation ,
WA,53077940005,Local and Regional Project Assistance Grants (RAISE),Clean School Bus Program,,,335953,"Heritage Connectivity Trails - Phase 1, Toppenish School District","N_TRN, N_WKFC, DS_ET",Clean Transportation ,
WA,53065941000,Geographic Programs - Columbia River Basin Restoration Program ,Formula Grants for Rural Areas,Tribal Climate Resilience - Adaptation Planning,,772860,"Upper Columbia Basin Contaminant Status, Movement, and Remedial Pilot Study, The Spokane Reservation, Spokane Tribe of the Spokane Reservation","N_CLT, N_PLN, N_TRN, N_WTR","Remediation & Reduction of Legacy Pollution, Clean Transportation, Clean Water & Waste Infrastructure",
WA,53047970303,Geographic Programs - Columbia River Basin Restoration Program,Fish Passage,,,937680,"Eliminating Erosion of Legacy Mine Tailings from the Bodie Mine into Toroda Creek, Kettle Creek Watershed, WA, Fish Passage: Trout Unlimited","N_CLT, N_PLN","Remediation & Reduction of Legacy Pollution, Climate Change",
WA,53019970100,Geographic Programs - Columbia River Basin Restoration Program,,,,166143,"Eliminating Erosion of Legacy Mine Tailings from the Bodie Mine into Toroda Creek, Kettle Creek Watershed, WA","N_CLT, N_PLN",Remediation & Reduction of Legacy Pollution,
WA,53037975101,"Water & Groundwater Storage, And Conveyance",Clean School Bus Program,Community Wildfire Defense Grant Program For At-Risk Communities,,5502350,"Cle Elum Pool Raise (Yakima), Easton School District, DNR SE - Request 1","N_CLT, N_WTR, DS_ET","Clean Water & Waste Infrastructure, Clean Transportation, Climate Change",
WA,53077003003,Aging Infrastructure Account,,,,2330000,"Yakima, Yakima Project: Roza Fish Screen",N_WTR,Clean Water & Waste Infrastructure,
WA,53077002900,Aging Infrastructure Account,,,,2330000,"Yakima, Yakima Project: Roza Fish Screen",N_WTR,Clean Water & Waste Infrastructure,
WA,53023970300,Clean School Bus Program,,,,395000,Pomeroy School District,DS_ET,Clean Transportation ,
WA,53009940000,Indian Health Service Sanitation Facilities Construction Program,Temporary Water Crossing Structures,Regional Ocean Partnerships,,2652407,"Makah - Sewer Outfall Foreshore Repairs, Makah - Wwtp Lagoon Cell Sludge Removal, Makah - Permanent Water Source, Regional Ocean Partnership: Makah Indian Tribe, Makah Indian Tribe","N_WTR, N_CLT, N_WKFC","Clean Water & Waste Infrastructure, Climate Change",
WA,53061940001,Indian Health Service Sanitation Facilities Construction Program,Tribal Climate Resilience - Adaptation Planning,,,4822748,"Tulalip - Galvi/Ac Water Main Replacement Phase 3 Part B, Tulalip Tribes of Washington","N_WTR, N_CLT ","Clean Water & Waste Infrastructure, Climate Change",
WA,53047970301,Indian Health Service Sanitation Facilities Construction Program,Fish Passage,,,1551993,"CCT - Seatons Grove Community Water System Improvements, CCT - Twin Lakes Secondary Source Well and Pumphouse, CCT - Seatons Grove Pumphouse Standby Generator, Fish Passage: Trout Unlimited","N_WTR, N_CLT","Clean Water & Waste Infrastructure, Climate Change",
WA,53057940802,Indian Health Service Sanitation Facilities Construction Program,Tribal Climate Resilience - Adaptation Planning,,,415192,"Swinomish Water Service Line Replacements, Swinomish - Smokehouse Road Water Access, Swinomish Indian Tribal Community","N_WTR, N_HLTH, N_CLT","Clean Water & Waste Infrastructure, Climate Change",
WA,"	53051970200",Indian Health Service Sanitation Facilities Construction Program,,,,72000,Kal - Fy2022 Sds Scattered Sites,N_WTR,Clean Water & Waste Infrastructure,
WA,"	53027000700",Indian Health Service Sanitation Facilities Construction Program,,,,446654,Chehalis - Fern Dr. Community Wastewater Improvements,N_WTR,Clean Water & Waste Infrastructure,
WA,53037975201,Clean School Bus Program,Community Wildfire Defense Grant Program For At-Risk Communities,,,1154400,"Easton School District, Community Firewise Sky Meadows Ranch Hazardous Fuels","DS_ET, N_CLT","Clean Transportation, Climate Change",
WA,53059950200,Geographic Programs - Columbia River Basin Restoration Program,Fish Passage,"Safety of Dams, Water Sanitation, And Other Facilities",,4277880,"Phase 2 Pilot Implementation of the Columbia River Mainstem Fish Tissue and Water Quality Monitoring Program: Grant A, Fish Passage: Cowlitz Indian Tribe, Treaty Fishing Access Sites","N_CLT, N_PLN, N_WTR","Remediation & Reduction of Legacy Pollution, Climate Change, Clean Water & Waste Infrastructure",
WA,53059950300,Geographic Programs - Columbia River Basin Restoration Program,,,,100000,Phase 2 Pilot Implementation of the Columbia River Mainstem Fish Tissue and Water Quality Monitoring Program: Grant A,"N_CLT, N_PLN",Remediation & Reduction of Legacy Pollution,
WA,53059950500,Geographic Programs - Columbia River Basin Restoration Program,Nationally Significant Federal Lands and Tribal Projects,,,159142,"Phase 2 Pilot Implementation of the Columbia River Mainstem Fish Tissue and Water Quality Monitoring Program: Grant A, Wa Flap Skaman 92135(1), Wind River Road. Geotechnical Subsurface Investigation on the Wind River Road In Skamania County, Wa.","N_CLT, N_PLN, N_TRN  ","Remediation & Reduction of Legacy Pollution, Clean Transportation ",
WA,53059950400,Geographic Programs - Columbia River Basin Restoration Program,,,,100000,Phase 2 Pilot Implementation of the Columbia River Mainstem Fish Tissue and Water Quality Monitoring Program: Grant A,"N_CLT, N_PLN",Remediation & Reduction of Legacy Pollution,
WA,53039950302,Geographic Programs - Columbia River Basin Restoration Program,Removal Of Vegetation For Biochar And Innovative Wood Products,,,1100000,"Phase 2 Pilot Implementation of the Columbia River Mainstem Fish Tissue and Water Quality Monitoring Program: Grant A, SDS Sawmill Capacity and Efficiency Improvements","N_CLT, N_PLN, N_WKFC, N_CLT","Remediation & Reduction of Legacy Pollution, Training and Workforce Development",
WA,53039950301,Geographic Programs - Columbia River Basin Restoration Program,,,,100000,Phase 2 Pilot Implementation of the Columbia River Mainstem Fish Tissue and Water Quality Monitoring Program: Grant A,"N_CLT, N_PLN",Remediation & Reduction of Legacy Pollution,
WA,53039950200,Geographic Programs - Columbia River Basin Restoration Program,,,,100000,Phase 2 Pilot Implementation of the Columbia River Mainstem Fish Tissue and Water Quality Monitoring Program: Grant A,"N_CLT, N_PLN",Remediation & Reduction of Legacy Pollution,
WA,53029971900,Clean School Bus Program,,,,65833,South Whidbey School District,DS_ET,Clean Transportation ,
WA,53029972100,Clean School Bus Program,Electric or Low-Emitting Ferry Program,,,2515833,"South Whidbey School District, Ferry Service Funding: Washington State Department of Transportation, Ferries Division","DS_ET, N_TRN",Clean Transportation ,
WA,53029971800,Clean School Bus Program,,,,65833,South Whidbey School District,DS_ET,Clean Transportation ,
WA,53029972000,Clean School Bus Program,,,,65833,South Whidbey School District,DS_ET,Clean Transportation ,
WA,53029971301,Clean School Bus Program,,,,65833,South Whidbey School District,DS_ET,Clean Transportation ,
WA,53029971302,Clean School Bus Program,,,,65833,South Whidbey School District,DS_ET,Clean Transportation ,
WA,53063014500,Local and Regional Project Assistance Grants (RAISE),,,,714286,Reconnecting I-90 Communities,"N_TRN, N_WKFC",Clean Transportation ,
WA,53063003100,Local and Regional Project Assistance Grants (RAISE),,,,714286,Reconnecting I-90 Communities,"N_TRN, N_WKFC",Clean Transportation ,
WA,53063003000,Local and Regional Project Assistance Grants (RAISE),,,,714286,Reconnecting I-90 Communities,"N_TRN, N_WKFC",Clean Transportation ,
WA,53033009000,Local and Regional Project Assistance Grants (RAISE),,,,714286,Reconnecting I-90 Communities,"N_TRN, N_WKFC",Clean Transportation ,
WA,53033009400,Local and Regional Project Assistance Grants (RAISE),,,,714286,Reconnecting I-90 Communities,"N_TRN, N_WKFC",Clean Transportation ,
WA,53033008900,Local and Regional Project Assistance Grants (RAISE),,,,714286,Reconnecting I-90 Communities,"N_TRN, N_WKFC",Clean Transportation ,
WA,53033009500,Local and Regional Project Assistance Grants (RAISE),,,,714286,Reconnecting I-90 Communities,"N_TRN, N_WKFC",Clean Transportation ,
WA,53073940001,Bus and Bus Facilities Competitive Grants,,,,312711,Buses and Bus Facilities - Lummi Indian Business Council,"N_TRN, N_WKFC",Clean Transportation ,
WA,53073010504,Bus and Bus Facilities Competitive Grants,,,,312711,Buses and Bus Facilities - Lummi Indian Business Council,"N_TRN, N_WKFC",Clean Transportation ,
WA,53073010503,Bus and Bus Facilities Competitive Grants,,,,312711,Buses and Bus Facilities - Lummi Indian Business Council,"N_TRN, N_WKFC",Clean Transportation ,
WA,53073010505,Bus and Bus Facilities Competitive Grants,,,,312711,Buses and Bus Facilities - Lummi Indian Business Council,"N_TRN, N_WKFC",Clean Transportation ,
WA,53073010506,Bus and Bus Facilities Competitive Grants,,,,312711,Buses and Bus Facilities - Lummi Indian Business Council,"N_TRN, N_WKFC",Clean Transportation ,
WA,53073940002,Bus and Bus Facilities Competitive Grants,,,,312711,Buses and Bus Facilities - Lummi Indian Business Council,"N_TRN, N_WKFC",Clean Transportation ,
WA,53077002202,Clean School Bus Program,,,,169286,Toppenish School District,DS_ET,Clean Transportation ,
WA,53077002104,Clean School Bus Program,,,,169286,Toppenish School District,DS_ET,Clean Transportation ,
WA,53077002201,Clean School Bus Program,,,,169286,Toppenish School District,DS_ET,Clean Transportation ,
